Data,Acre,Amapá,Amazonas,Pará,Rondônia,Roraima,Tocantins,Alagoas,Bahia,Ceará,Maranhão,Paraíba,Pernambuco,Piauí,Rio Grande do Norte,Sergipe,Paraná,Rio Grande do Sul,Santa Catarina,Espírito Santo,Minas Gerais,Rio de Janeiro,São Paulo,Distrito Federal,Goiás,Mato Grosso,Mato Grosso do Sul
2021-04-05,173,339,664,696,675,21,329,283,2073,0,241,1059,709,969,104,977,1436,788,1344,2040,2604,797,4647,1388,1420,2038,831
2021-04-06,90,471,953,2513,1314,211,900,808,3581,7422,770,817,2179,1504,1031,512,4253,7666,4068,2543,10450,1670,22794,904,3615,2456,1484
2021-04-07,460,584,1098,2676,1321,183,823,739,3712,5093,900,1551,2965,1313,958,693,4490,6860,3908,2616,13358,5118,21521,1139,4018,3040,1488
2021-04-08,523,380,960,2756,1508,271,1132,753,3451,8094,442,1171,2884,1480,1652,829,4805,3813,3584,2418,9203,5182,21004,1610,3292,2160,1295
2021-04-09,494,276,1172,2750,1132,266,725,689,4283,7312,640,1272,1992,1212,1860,702,3911,6886,3390,2603,16479,3820,20701,1742,3261,2513,1234
2021-04-10,378,247,737,2706,738,314,521,614,3213,4689,732,1480,2354,981,1111,1098,3610,4409,1378,1852,12109,3574,17311,1203,1876,1396,1201
2021-04-11,150,183,535,713,616,166,313,1228,3433,1459,954,394,787,1320,1097,1001,1872,996,236,1489,5180,1053,8156,1361,560,773,992
2021-04-12,188,269,489,446,889,67,282,149,1581,5216,1435,1486,738,713,368,846,700,533,4687,1153,2841,703,5310,1002,1036,1888,770
2021-04-13,394,309,995,2699,1319,250,922,714,4104,6224,808,1272,2531,970,770,1059,6617,6427,3326,1627,7313,4401,18397,899,3969,2548,1322
2021-04-14,526,304,820,2241,868,413,941,802,3547,0,782,1218,2359,1281,820,965,2358,6430,2906,2096,11286,4039,18790,1356,2850,2177,1338
2021-04-15,131,271,893,2673,1148,390,1033,789,3831,0,390,1368,1868,1634,1043,673,3891,5578,3305,2376,9806,4249,18067,965,3387,2316,1099
2021-04-16,383,305,773,2392,1452,357,666,597,3413,12331,1341,1124,1869,1539,592,1003,5695,5036,3678,2421,9207,4717,17979,1108,2580,2154,1062
2021-04-17,287,166,701,2021,428,315,775,1057,3889,6173,1092,1377,1966,1006,840,914,3125,4868,2377,162,8963,1659,17746,1194,1954,1504,1077
2021-04-18,71,114,484,595,754,178,267,1247,2574,6743,717,893,1346,828,802,661,1239,1386,1175,2890,4315,3927,6394,1062,734,656,928
2021-04-19,194,258,442,320,725,38,300,331,1430,282,1371,904,1020,1286,755,1303,2701,738,1973,1571,1872,916,4083,1261,2007,1844,699
2021-04-20,41,246,734,2787,882,167,875,362,4283,734,1282,1072,2843,1381,221,1005,3803,6252,3284,1909,4850,4159,19060,955,3196,1906,1092
2021-04-21,239,113,671,2649,941,313,638,871,3625,8155,918,1108,2480,1661,820,729,3947,6168,2683,1658,11905,4101,17123,884,3078,1129,1112
2021-04-22,333,227,536,1333,563,296,366,475,2160,6263,736,1042,1202,1097,486,1041,2584,869,1708,1810,4452,3578,7267,878,1486,1641,749
2021-04-23,164,149,829,2345,699,203,809,518,3652,3031,1045,1134,2031,1179,850,879,3555,6873,3057,1715,5309,4646,17812,1033,2552,2030,1006
2021-04-24,227,128,544,1988,595,258,503,873,3319,7114,299,1015,2089,1173,1078,802,3983,5713,3375,1100,11360,2831,16271,844,1387,1283,985
2021-04-25,144,71,371,549,279,196,214,473,3241,2502,211,1002,1734,802,1143,706,1534,533,1120,982,3856,1016,6488,938,913,659,895
2021-04-26,224,210,426,133,522,85,234,291,1811,4287,386,942,1278,479,1146,863,2246,1007,1668,1186,1869,262,3912,1087,196,1239,647
2021-04-27,175,253,715,1092,935,176,726,746,4076,5778,1127,1037,2596,914,557,1181,3320,6065,3445,1929,4996,4348,17992,918,4127,1878,1038
2021-04-28,152,193,634,2826,648,251,716,674,3345,3538,1252,1228,2720,1249,1035,1281,3883,6637,2937,1779,12874,4558,17013,1221,3932,2062,1088
2021-04-29,237,169,696,2630,729,248,810,799,3997,3079,1240,1012,2511,1163,1085,1100,4474,4228,3299,2081,8847,4080,14920,929,2374,1742,910
2021-04-30,268,621,592,2035,738,333,574,541,3568,0,1045,1110,1917,1412,1107,655,4674,8074,3484,1934,7398,4771,15551,1127,2213,1642,949
2021-05-01,213,217,530,1427,379,260,733,814,4272,9624,638,1048,2178,448,1270,1257,4188,4838,2642,1273,7465,2841,14335,969,979,1278,848
2021-05-02,136,203,412,553,139,156,236,693,2008,251,87,955,730,1468,1036,1098,2002,605,1120,936,3600,1993,5323,887,867,516,925
2021-05-03,173,266,410,479,510,39,287,246,2791,868,381,786,960,598,328,1075,1363,394,1670,1108,1616,1165,3149,829,1531,1190,407
2021-05-04,115,253,675,1726,748,195,766,531,3108,12307,981,1129,2333,1038,551,872,5514,5685,3079,1607,6727,5118,15464,763,3243,1827,1004
2021-05-05,170,253,599,1999,365,246,583,889,3931,2722,1142,999,2143,1188,1034,1245,5188,5980,3322,1639,9264,7484,14230,799,3114,1687,1080
2021-05-06,279,244,545,2386,947,328,820,599,3471,4260,1127,1190,3074,1711,883,1031,5008,3263,3426,1531,8725,9185,13470,1001,2113,1612,1151
2021-05-07,211,187,630,1834,1327,373,700,854,4579,3998,1257,1127,2763,1366,1275,1075,6062,7331,3503,1784,7685,8261,14502,820,2767,1500,1115
2021-05-08,176,210,495,1660,371,239,619,625,3436,4982,694,1082,2923,1103,1311,887,5515,4143,2551,1148,6895,5844,13100,912,383,1124,1002
2021-05-09,75,210,211,1052,120,191,238,1190,2156,10322,86,900,893,882,849,713,2079,687,974,657,4500,1581,5785,925,362,274,999
2021-05-10,125,102,320,288,522,29,245,306,1438,0,355,816,1828,506,340,836,4804,401,1725,1193,1231,670,3183,832,1120,1332,653
2021-05-11,34,195,695,1647,790,203,656,566,4244,5558,1141,932,2777,920,3601,1193,3183,5190,2999,1831,6872,5316,16318,766,2030,1765,1293
2021-05-12,208,193,595,2358,732,300,615,684,4309,4625,1263,1417,2426,1540,2689,702,5045,5106,3181,2038,9764,4960,15672,892,2049,1943,1386
2021-05-13,237,167,666,2778,737,280,853,774,4140,3476,1104,1127,3195,1082,2127,899,5032,3881,3213,1843,8951,6007,15649,939,2617,1656,1162
2021-05-14,222,265,579,2582,294,304,617,536,4029,4245,971,1365,2975,1102,7243,1169,9338,4525,3262,1871,9404,6931,15915,688,2690,1073,1341
2021-05-15,161,161,507,2596,450,309,584,734,4043,2008,458,1091,2894,1062,1805,717,6181,4241,2391,1210,7566,5216,15486,883,1921,940,1394
2021-05-16,61,190,210,1584,218,232,250,691,2554,5835,131,1079,1686,796,1233,955,5083,641,1167,741,4141,828,7554,894,195,701,1291
2021-05-17,162,202,312,668,484,84,313,676,1917,2884,359,758,701,324,527,1100,2366,450,1461,1519,2125,1932,4001,1049,1437,1202,903
2021-05-18,29,207,663,2231,805,170,534,545,3890,4047,979,885,3029,1505,851,1004,6527,5714,3703,1975,7133,5509,15779,592,3252,2365,1522
2021-05-19,98,146,586,1942,618,446,585,507,5111,3214,1186,830,3440,1753,1173,1012,7029,5883,3499,999,10399,4827,16788,990,2330,1932,1896
2021-05-20,109,152,620,1890,850,304,835,963,5182,3322,1055,892,3188,1215,1378,923,7716,5352,3205,2581,9330,4731,17936,874,3590,2084,1762
2021-05-21,438,129,599,1571,581,394,829,391,4801,2732,1109,1156,3969,1224,1298,924,7210,4840,3678,1832,9140,4487,16511,898,2467,1705,1942
2021-05-22,113,123,515,1464,351,399,1127,586,4461,8385,728,1415,3589,1127,1362,1323,5376,4949,2751,1300,10086,2122,16736,730,2144,1274,1954
2021-05-23,65,374,337,174,273,222,368,896,2875,3239,159,1249,2089,838,283,1468,1180,922,1353,864,4526,857,7510,735,645,656,1662
2021-05-24,92,251,358,278,758,83,318,140,1380,5335,374,1364,1368,700,2847,1293,1718,787,1555,1340,2443,3962,4622,899,760,1298,1175
2021-05-25,146,199,535,1200,739,187,987,488,4942,2677,1163,2015,3533,817,1484,1109,5316,5488,3662,1747,6347,4053,17477,839,2069,2419,1815
2021-05-26,199,226,600,1895,592,293,735,793,5455,4412,1107,2262,2794,1371,1027,1111,5857,5068,3499,1972,11040,3785,16671,789,3048,2164,1721
2021-05-27,130,201,654,1656,225,230,616,606,4099,4417,1029,1887,2527,984,1635,1866,5681,3301,2380,1968,9590,2964,12782,1205,1255,1865,1714
2021-05-28,169,244,363,1385,695,118,1036,369,4060,3186,1045,1917,736,644,1212,1619,5125,187,4793,1917,9582,522,1583,993,3392,2019,857
2021-05-29,58,239,831,1415,627,292,663,870,6643,6426,651,2429,5576,1496,1454,1677,5397,7925,1578,1032,8916,3183,13653,1015,1022,1604,2998
2021-05-30,271,174,246,284,204,201,322,300,0,3561,214,1178,2168,1039,654,1588,2403,1517,1227,591,5574,4916,11037,811,484,607,1949
2021-05-31,46,185,344,53,377,83,510,522,2034,1289,415,1016,1087,598,691,1385,1310,1260,1740,1327,2230,1498,6113,902,998,802,1619
2021-06-01,57,121,620,1388,1080,330,900,535,4280,3399,1074,1751,3437,891,1259,1371,5235,5551,4355,1927,7283,3939,19466,836,3319,2570,1952
2021-06-02,172,166,671,1932,898,346,853,745,4887,4474,1241,2403,3551,907,1202,1124,4299,7468,2831,1961,15133,5258,23122,801,4821,2159,2176
2021-06-03,184,245,585,1792,460,322,815,600,4620,6132,904,2660,3649,1317,1274,897,5102,5945,2904,1227,10605,4187,19733,487,2551,1724,2470
2021-06-04,186,128,456,328,882,84,605,1036,2531,3274,543,2421,644,675,724,851,3471,1079,1885,813,5958,1520,3898,1120,763,1293,768
2021-06-05,117,96,450,1009,371,444,669,621,3936,2828,571,1992,4468,1497,1370,1561,4041,4410,3114,862,5893,3093,16939,912,1453,1148,2152
2021-06-06,66,121,350,376,168,198,366,1177,3070,1831,180,1982,1666,649,970,1365,2664,1594,1264,438,5019,1190,9959,1028,367,263,1316
2021-06-07,44,140,286,163,188,143,420,680,2400,1605,406,1422,1249,492,145,1259,3318,7586,1652,1060,2049,386,5074,877,893,1569,1650
2021-06-08,59,156,550,2073,0,52,311,775,3427,1684,1130,1412,1876,416,628,972,5587,2731,1599,2017,9444,3431,8022,744,463,2246,1106
2021-06-09,64,173,677,2531,1770,20,1315,785,6733,1876,1330,1345,6487,243,1145,836,5118,9782,6277,1831,12716,6092,4192,714,6382,2280,3034
2021-06-10,192,81,795,2042,755,72,1044,870,4947,5024,1461,3911,2645,1541,1020,1349,4700,5341,3840,1127,11043,4072,23033,631,3258,2273,1025
2021-06-11,374,184,716,1710,1041,1378,918,653,4146,0,1072,2451,3715,1576,1227,922,5745,5635,4043,1687,10758,4372,22875,822,2654,2223,2252
2021-06-12,65,95,604,1538,609,453,870,969,5565,3361,806,2111,2877,1103,2140,1130,4578,5370,2786,881,10653,2326,21221,1254,2581,988,1766
2021-06-13,70,112,314,448,324,222,423,734,2005,4057,221,2034,1156,610,1294,1309,2331,719,1296,750,4542,592,9272,1150,420,405,1138
2021-06-14,163,563,383,128,955,76,447,900,1805,6968,309,2575,1117,254,1504,902,2201,690,1969,1344,1862,3520,5309,810,606,1571,915
2021-06-15,67,402,726,1568,940,226,884,712,5347,3163,1356,2358,3622,608,2249,662,4467,0,4386,1289,9719,4341,23227,570,3992,2341,1387
2021-06-16,46,184,503,1529,989,486,658,1083,5885,4856,1461,2328,2647,961,379,806,6619,12497,3278,1759,10452,4701,22582,889,3913,2087,1789
2021-06-17,37,136,620,1900,581,346,749,649,5253,2235,1242,2457,3114,1055,460,635,7666,4614,2991,1207,8924,5022,15054,800,2518,1908,1869
2021-06-18,200,127,684,1479,962,390,926,852,4998,3186,1346,2555,3118,756,2626,1263,10807,9850,3401,1575,10449,2113,27706,771,3096,1881,1715
2021-06-19,125,164,499,1285,277,350,696,941,4737,2841,862,2639,2512,1010,475,816,11497,5487,3229,820,8675,6367,20483,1014,2376,871,1240
2021-06-20,37,91,225,175,340,206,359,1208,4567,1373,119,2178,964,503,165,472,10462,680,1475,693,5161,344,9582,905,268,378,1248
2021-06-21,69,164,393,67,931,52,277,730,2160,1007,587,2114,805,373,1056,1018,13666,846,941,811,1587,883,4854,795,788,1323,606
2021-06-22,19,205,720,1889,674,22,855,855,5046,2252,1196,2186,2339,691,571,659,13666,5864,4368,1459,7379,4178,23097,690,3803,1933,1206
2021-06-23,106,172,511,1896,181,57,710,457,4224,2819,1341,2377,2358,1052,36374,580,9669,4587,2914,1461,10341,4422,19508,602,3229,1569,1711
2021-06-24,85,225,645,1368,810,1039,622,858,3535,651,1292,2391,1391,638,1622,629,9999,5235,3363,1406,8435,3530,17951,665,2314,1713,1190
2021-06-25,145,103,661,1262,594,288,691,400,2088,3424,1453,2693,716,933,3772,1071,8231,5620,3259,1179,8043,3954,20994,856,3140,1577,2130
2021-06-26,110,143,471,861,266,328,595,859,3016,2610,1064,2002,1410,672,852,608,5692,4380,2858,850,8523,1681,18932,786,2313,670,1582
2021-06-27,80,89,248,177,206,284,235,779,1719,1753,238,2098,847,530,1288,475,4696,715,1619,559,4004,483,7965,920,420,345,932
2021-06-28,33,148,414,82,543,124,199,983,1281,775,437,1115,599,190,588,317,5000,425,1635,695,2071,2498,4285,666,912,1258,531
2021-06-29,30,135,552,1530,44,14,558,709,2903,4275,1066,1783,2181,492,489,350,5000,4067,3088,1163,6337,3566,19208,618,2225,1420,1100
2021-06-30,30,197,342,1797,202,275,370,516,1683,512,839,1733,975,281,2871,398,5789,1228,1591,1108,8686,775,7762,825,947,1374,730
2021-07-01,180,149,665,1744,566,510,514,513,3438,1794,948,462,1997,608,3187,701,7985,3712,2914,972,7106,2296,15943,690,3518,1375,676
2021-07-02,61,178,575,1150,312,284,653,745,3618,2173,1212,1536,2399,885,796,585,3415,5472,2978,894,7579,2671,19467,620,2617,1374,916
2021-07-03,74,120,492,806,1011,350,419,645,3211,0,571,1571,2605,855,572,480,4279,5412,2645,686,5386,2533,16650,721,1206,593,663
2021-07-04,26,155,224,30,51,222,233,1121,1906,2751,210,1248,1405,271,410,647,2223,624,1088,628,3289,415,6451,1013,271,209,662
2021-07-05,86,137,302,27,2477,69,195,281,1210,572,445,441,660,245,485,348,2374,427,1313,777,1796,774,4231,609,931,1174,317
2021-07-06,14,139,719,1014,-47,190,593,771,3235,1408,1220,475,2147,439,1633,317,3561,4748,3091,1285,7294,3380,19132,594,2749,1725,678
2021-07-07,123,191,543,1153,-850,347,427,642,2852,1886,991,1519,1759,778,726,517,3397,3786,2338,1187,7367,2351,14889,697,2018,1536,852
2021-07-08,176,230,701,1225,335,378,504,538,3088,882,972,1154,1525,447,664,489,3996,3808,2988,1081,6428,2229,14453,577,2649,1378,830
2021-07-09,104,146,718,976,377,231,647,628,4479,2346,996,1151,2190,889,911,633,3852,3873,2612,1172,5631,2922,14712,667,2651,1387,836
2021-07-10,54,164,492,736,201,396,394,526,3810,1435,674,1300,1961,577,763,275,4363,4121,2669,791,6801,3318,7684,599,2526,831,1043
2021-07-11,13,131,267,146,35,174,183,337,2281,567,97,710,923,392,556,299,1199,534,965,384,3019,751,5218,478,244,420,614
2021-07-12,14,150,250,20,217,135,256,202,1297,396,312,373,383,142,110,275,2320,492,1033,911,1097,770,3122,720,420,1285,329
2021-07-13,11,104,578,387,547,64,370,263,2513,981,1018,58,2290,187,276,120,3057,4217,2477,757,6208,1945,10546,419,3428,1794,407
2021-07-14,52,130,552,1075,581,346,419,659,2230,1331,1078,1304,2145,729,524,370,3526,5010,2773,877,7770,1679,16237,663,2931,1588,1157
2021-07-15,51,115,616,1149,220,0,538,170,1660,1761,912,1310,1184,736,386,509,3535,2728,2389,1052,7883,6386,12196,453,2578,1521,751
2021-07-16,49,113,584,791,624,732,369,306,2555,1233,841,943,1250,598,731,395,2523,2087,2152,1127,5866,2647,11475,753,2441,1596,810
2021-07-17,20,176,515,640,123,389,482,536,2915,929,698,975,1333,448,293,147,3416,4292,1925,956,6152,3653,0,517,1110,922,777
2021-07-18,16,183,230,84,70,259,232,399,2131,595,127,849,638,224,0,216,1217,408,711,352,2707,987,19878,498,227,324,564
2021-07-19,49,140,273,45,100,57,187,166,1190,185,317,240,339,120,422,177,2239,216,764,836,1068,590,3144,474,327,1267,339
2021-07-20,14,114,509,957,451,50,317,246,654,359,352,358,354,106,322,527,2645,772,1688,1004,5148,1174,4798,480,2064,1868,261
2021-07-21,14,121,651,476,286,354,442,476,3088,0,427,563,1814,580,602,382,3020,3071,2648,956,5751,3428,18435,577,3790,1679,886
2021-07-22,87,129,601,593,160,366,609,234,2377,1457,451,1279,1256,537,815,299,2439,4221,1963,951,6136,3525,13093,517,3573,1257,832
2021-07-23,11,131,412,561,270,302,524,248,1941,2419,434,898,1120,373,319,457,2313,64036,2380,624,7161,3403,12086,868,3227,1558,656
2021-07-24,81,112,295,524,190,164,368,531,1641,565,424,607,700,451,1973,169,2316,7299,1704,721,4911,1718,5896,759,2723,702,547
2021-07-25,16,70,260,104,130,264,215,479,1125,0,33,611,945,74,163,202,1119,1400,765,501,2989,839,3994,712,313,311,495
2021-07-26,35,87,231,15,313,52,269,63,774,987,400,213,409,149,18,282,5174,767,1026,558,1199,332,2471,636,1166,1102,271
2021-07-27,12,78,445,656,696,150,403,328,1337,1016,575,187,831,260,222,119,2181,2549,2350,653,5192,3806,11877,582,2663,1662,581
2021-07-28,54,81,489,649,197,293,523,360,1417,986,1012,797,995,562,893,180,3405,3162,2051,811,6071,3778,11636,636,4324,1591,1060
2021-07-29,20,114,568,751,263,311,451,180,2025,651,949,1019,1038,429,264,234,2457,3111,1887,423,5668,1441,11313,676,4114,1427,499
2021-07-30,55,80,529,647,256,256,401,337,1301,732,635,992,956,473,177,161,2292,1593,1590,800,5794,5076,10103,738,2825,1522,583
2021-07-31,13,62,337,388,76,177,402,313,1396,829,339,463,942,354,287,238,2357,4441,1425,384,6309,2823,9390,762,1750,666,659
2021-08-01,6,66,176,45,154,116,171,109,627,256,37,495,643,159,111,333,2246,972,655,285,6762,481,3873,699,266,260,500
2021-08-02,39,58,231,19,144,38,358,62,638,82,204,132,524,98,25,137,2111,699,890,385,2261,1157,1939,705,896,1031,280
2021-08-03,2,42,390,468,365,93,323,215,553,752,642,37,772,257,194,249,3079,1847,1508,519,168,3450,9942,324,3830,1664,631
2021-08-04,44,106,587,758,284,158,372,411,1906,0,714,872,738,336,222,116,3252,1601,1710,691,5292,4289,10490,633,3230,1373,531
2021-08-05,59,52,343,656,221,180,459,468,1595,1187,626,570,644,334,224,236,2188,3161,1483,919,4921,3319,10099,665,3644,1295,506
2021-08-06,88,76,455,607,280,160,445,184,1267,926,603,423,690,470,249,140,6732,3036,1817,514,5270,1959,10557,992,2446,1204,569
2021-08-07,10,48,400,547,244,155,272,250,1675,636,314,406,723,244,241,76,2522,1717,1521,341,4488,12417,8973,583,3178,635,417
2021-08-08,0,43,156,74,22,107,159,103,484,286,19,321,323,131,103,69,1254,608,544,236,2189,1680,3726,321,341,194,400
2021-08-09,33,16,294,50,273,31,117,21,386,0,202,121,100,56,0,158,987,422,747,408,1003,1202,1798,594,1309,1054,703
2021-08-10,1,99,430,390,258,87,411,137,1456,731,603,194,571,162,172,442,1532,1883,2038,691,4133,1979,10455,447,3736,1404,443
2021-08-11,45,44,350,480,0,185,216,208,1040,421,589,579,825,402,312,286,2117,1815,1801,859,4654,4037,8701,662,0,1444,371
2021-08-12,8,66,378,399,290,166,367,160,1362,613,701,422,712,313,165,149,2276,1563,1811,515,4525,4713,9244,661,6816,1250,337
2021-08-13,9,27,354,474,183,185,348,81,1118,251,437,449,658,243,221,131,2552,1356,1525,1049,3517,4363,8898,600,3055,1336,513
2021-08-14,2,51,178,433,160,31,289,266,1082,670,194,442,1294,281,342,37,2756,1585,1339,506,3728,3861,8024,1043,1511,468,569
2021-08-15,2,22,119,16,28,211,143,319,551,230,78,374,290,160,39,44,1608,583,644,533,2128,99,3906,498,753,266,313
2021-08-16,3,28,177,49,14,32,146,214,320,133,262,104,200,65,71,9,1598,410,906,466,1113,2418,2048,768,1741,939,237
2021-08-17,110,18,269,462,462,124,407,117,923,607,684,251,584,275,110,17,4509,1341,2030,673,3315,4925,8607,479,4470,1408,436
2021-08-18,5,68,273,559,212,160,302,173,953,435,645,630,898,243,630,63,7338,1792,1495,954,4250,4977,8317,582,4023,1267,470
2021-08-19,31,51,245,545,193,149,300,143,978,594,484,560,533,223,135,55,3533,1696,1679,1015,4237,4770,8001,503,4063,1224,375
2021-08-20,33,38,178,554,162,265,324,142,715,0,475,431,550,270,205,36,3436,2357,2167,1124,3829,4370,7111,762,2816,1012,525
2021-08-21,7,16,173,545,86,193,288,143,1006,548,203,450,477,258,523,32,4027,1458,1582,517,3288,1910,6844,843,1909,572,490
2021-08-22,2,8,190,36,66,129,167,198,366,357,117,299,179,142,99,110,1696,529,571,202,1917,2209,3190,412,559,238,416
2021-08-23,2,27,88,45,135,15,265,117,350,139,176,120,114,100,12,7,1685,305,843,591,845,1370,1942,1131,1381,952,346
2021-08-24,42,18,162,450,166,120,234,154,844,85,483,264,504,189,153,33,1919,1426,1960,858,2895,4409,8349,482,3275,1101,297
2021-08-25,5,27,216,671,164,26,338,374,662,525,449,96,660,227,183,56,1901,1269,1626,885,3925,4135,6698,739,3340,1096,378
2021-08-26,32,25,177,538,166,273,354,301,1086,284,764,907,527,264,181,66,2339,1223,2000,758,3825,3543,6836,546,2657,962,390
2021-08-27,37,25,131,426,99,67,329,232,1018,0,394,353,486,257,108,18,2293,1183,1563,895,2990,2450,7635,853,2188,1030,285
2021-08-28,4,17,126,450,160,201,317,229,790,862,184,384,435,195,157,16,1972,1230,1398,568,3248,2281,6403,571,2225,0,276
2021-08-29,1,10,63,95,23,73,133,167,387,336,41,278,231,121,89,27,1240,403,521,469,1992,622,3042,680,824,1063,279
2021-08-30,1,10,109,5,177,14,136,44,341,169,151,158,351,72,1,32,1091,652,734,720,597,333,1808,996,771,929,64
2021-08-31,19,7,151,495,175,67,250,72,624,0,473,152,508,194,91,13,1139,843,1504,833,2509,2599,7360,531,2616,1092,272
2021-09-01,8,12,147,566,239,174,243,126,805,482,473,407,1057,259,144,15,1270,792,1297,778,2892,2110,6454,1185,4085,1020,305
2021-09-02,4,18,134,341,136,102,307,97,830,464,357,441,571,201,117,32,3281,729,1237,661,3037,2105,6120,1021,2777,900,260
2021-09-03,20,24,175,382,142,122,281,111,814,255,340,630,541,196,101,26,2965,800,1261,681,2421,1978,6714,1054,2345,857,329
2021-09-04,20,12,96,220,44,79,202,315,528,412,377,573,361,165,52,16,1314,678,1043,864,2582,2293,6471,689,1513,627,258
2021-09-05,0,15,84,85,10,136,96,181,210,385,237,356,238,88,105,22,1288,484,467,476,3326,941,2016,663,522,301,183
2021-09-06,2,32,79,12,52,12,110,173,195,171,258,93,443,68,131,12,1107,472,825,562,590,334,1534,1060,358,371,98
2021-09-07,22,7,67,112,70,0,136,63,324,242,292,276,240,141,53,11,1179,1594,1335,604,-659,2098,3156,646,1164,262,210
2021-09-08,1,11,62,19,20,12,82,41,170,0,110,243,495,135,22,11,1103,459,680,670,5622,403,2080,803,702,357,117
2021-09-09,3,8,214,405,0,0,-56,82,590,374,409,187,264,67,116,11,1548,296,1642,963,2519,17736,951,525,973,1006,58
2021-09-10,4,26,88,359,91,24,78,40,439,75,362,16,941,57,151,14,1477,2741,297,760,3111,250,671,578,2539,762,0
2021-09-11,0,3,79,79,173,5,449,116,0,266,124,16,177,101,240,18,1856,1160,201,809,3121,674,778,589,2859,366,55
2021-09-12,4,7,60,83,22,2350,128,63,640,47,9,10,579,104,79,10,1821,252,217,605,1395,159,678,734,207,88,264
2021-09-13,3,1,59,8,107,23,87,27,160,0,58,33,90,11,16,16,1532,274,176,710,800,0,337,805,576,581,155
2021-09-14,0,6,76,422,78,0,259,78,444,18,277,26,615,33,57,17,1598,1223,421,940,1629,554,881,876,2016,690,172
2021-09-15,2,7,80,335,109,-1017,223,63,471,761,348,16,289,59,115,61,1659,606,257,847,5074,384,986,638,1469,701,237
2021-09-16,8,11,63,362,167,2,210,103,458,110,206,78,430,103,133,44,1738,567,414,447,2559,997,22678,630,1263,593,33
2021-09-17,1,16,63,284,114,26,252,26,637,130,253,32,336,109,219,28,1858,778,364,1176,2005,0,0,738,1020,600,137
2021-09-18,5,21,53,51,25,220,170,142,270,209,141,3144,354,34,171,16,2081,5514,314,664,2406,105700,25034,794,1862,645,66
2021-09-19,2,5,34,88,13,9,106,42,293,0,5,168,122,102,655,21,1939,386,214,277,1275,1732,307,1091,316,256,0
2021-09-20,0,8,30,39,106,2,66,10,130,209,61,39,151,20,11,32,1647,311,300,553,715,625,471,1096,307,608,337
2021-09-21,0,27,48,462,81,3,178,29,0,-12028,312,25,305,73,63,21,1966,287,321,772,1534,0,1831,639,1902,570,6
2021-09-22,0,22,53,453,147,8,342,82,1057,48,296,297,782,42,170,15,1899,1185,15081,979,2411,4631,1826,816,2959,636,236
2021-09-23,2,9,50,288,34,6,259,58,555,4,332,203,394,94,85,16,2043,890,1131,912,9574,2062,1932,977,2220,469,12
2021-09-24,3,24,55,376,81,22,186,46,596,134,348,225,1023,113,76,24,2194,763,1124,1184,2304,2099,2198,1004,2570,507,159
2021-09-25,1,10,56,334,197,31,180,56,345,0,182,165,516,104,77,31,2078,730,1220,887,2736,875,1760,787,2000,274,56
2021-09-26,0,9,32,72,10,20,104,30,232,0,17,134,205,138,111,19,1970,417,372,559,1431,1220,383,655,433,95,0
2021-09-27,1,3,21,82,2,1,121,25,150,5565,87,38,191,41,5,22,1832,289,301,827,443,418,400,1413,1346,463,336
2021-09-28,1,22,49,453,198,3,211,41,539,73,293,31,312,18,71,14,1763,875,1229,1082,1548,2048,1791,721,1011,877,121
2021-09-29,-17,11,47,452,152,8,299,77,570,89,254,234,623,166,121,30,1767,1504,1190,871,3225,862,1460,601,2258,870,32
2021-09-30,1,22,41,297,48,13,195,93,555,10647,354,216,549,52,119,24,1807,1033,1121,956,2414,2277,1550,950,1662,427,104
2021-10-01,1,22,51,256,0,8,238,39,571,293,326,163,469,76,97,30,1792,1916,960,963,2856,2745,1616,937,1541,445,167
2021-10-02,1,21,27,250,0,14,162,21,442,98,136,174,441,162,219,8,1745,1502,944,726,2539,1163,1313,593,399,179,187
2021-10-03,0,15,24,43,0,2,0,100,327,75,4,160,201,134,59,9,1591,474,362,682,1315,169,477,1264,1457,60,0
2021-10-04,4,3,25,5,0,0,118,88,230,2,62,37,94,56,6,17,1510,389,437,835,1668,1298,205,990,1470,502,374
2021-10-05,1,40,55,395,0,2,121,114,353,62,337,29,374,21,69,22,1757,1892,1266,1184,1256,2323,3765,3016,1460,551,63
2021-10-06,0,24,59,373,218,0,96,58,282,48,218,227,440,58,204,17,1609,1304,1008,891,2841,2000,1679,683,2875,501,180
2021-10-07,7,41,55,395,383,0,168,50,386,186,223,198,402,755,175,9,1577,1117,1034,1064,1101,116,1513,988,3062,548,38
2021-10-08,2,44,45,301,171,5,290,48,705,103,223,180,417,433,133,7,1606,1290,1140,814,1823,3465,1439,1052,1819,563,54
2021-10-09,4,28,65,224,48,16,167,99,375,0,140,158,457,244,172,6,1580,1230,860,776,2128,483,4724,771,1544,0,152
2021-10-10,0,22,37,48,15,10,0,52,205,262,18,141,179,160,93,7,1395,467,473,587,866,1219,518,886,979,0,0
2021-10-11,0,8,27,4,66,4,299,39,104,10,38,40,152,178,13,6,1292,236,296,528,941,650,399,978,247,0,363
2021-10-12,0,28,28,176,59,7,94,45,94,2,93,22,210,227,44,11,1326,1112,686,429,707,528,410,454,385,0,182
2021-10-13,24,10,34,126,180,0,63,83,190,40,97,45,171,176,92,2,1163,321,382,635,332,640,226,762,990,1000,68
